loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,customer_age,monthly_income,employment_type,credit_score,region,emi_delay_days,loan_status,emi_amount
70596,5607,Credit Card,3362381,13.59,36,21,31200,Salaried,319,South,0,Paid,106092.4605
70597,5358,Auto,3796447,12.89,36,22,52948,Salaried,404,West,2,Active,119050.2505
70598,5576,Credit Card,4648080,11.16,60,50,40930,Self-Employed,791,North,0,Active,86113.4288
70599,5794,Personal,1476210,17.64,12,21,191094,Self-Employed,340,North,5,Active,144717.787
70600,6467,Auto,1906693,18.16,24,31,171654,Self-Employed,414,West,12,Active,93872.85203
70601,5468,Home,4273397,8.77,36,45,81593,Self-Employed,593,North,7,Active,129115.9421
70602,5595,Home,2082439,20.64,12,40,166467,Salaried,805,West,5,Active,209354.5341
70603,5825,Personal,1436972,17.1,240,34,113015,Salaried,301,South,1,Paid,7011.225883
70604,5866,Auto,225603,19.05,12,43,177251,Self-Employed,594,South,2,Active,22381.69763
70605,5343,Personal,2655046,19.06,36,30,181445,Salaried,704,North,12,Paid,87808.27132
70606,5142,Auto,2647571,18.88,120,54,37198,Salaried,596,North,1,Active,26228.60337
70607,5688,Auto,343645,8.71,120,59,136267,Salaried,523,East,0,Paid,3113.137329
70608,5782,Credit Card,3067571,20.31,60,50,190887,Salaried,665,South,6,Paid,61509.91117
70609,5256,Credit Card,3043075,9.49,60,25,120528,Salaried,682,West,11,Paid,55531.04696
70610,5448,Personal,2006705,15.92,60,26,153833,Self-Employed,876,West,27,Paid,38769.5406
70611,6410,Personal,3592425,10.3,24,23,97948,Self-Employed,406,West,13,Paid,165101.8656
70612,5135,Credit Card,1809101,21.5,36,37,87679,Self-Employed,600,North,16,Paid,61057.15875
70613,6201,Personal,857505,20.49,12,21,168387,Salaried,792,North,16,Paid,86100.64787
70614,5306,Credit Card,3199690,17.17,240,27,180377,Self-Employed,630,East,6,Paid,15621.15322
70615,6206,Home,2715852,18.89,36,45,182792,Salaried,408,East,5,Paid,89691.0123
70616,5346,Credit Card,2784348,8.69,36,38,143592,Self-Employed,617,South,11,Paid,84064.1067
70617,5077,Home,1888188,21.85,120,47,130933,Salaried,776,East,23,Paid,19172.97565
70618,5435,Personal,511175,9.74,240,56,72794,Self-Employed,567,West,21,Paid,2337.347687
70619,5556,Credit Card,685561,13.34,240,58,90139,Self-Employed,434,North,3,Paid,3237.561823
70620,6240,Credit Card,2326395,19.41,60,55,108507,Self-Employed,505,East,2,Paid,46299.13783
70621,5546,Credit Card,836598,8.27,60,37,115932,Self-Employed,616,North,0,Active,15096.41091
70622,6249,Auto,736634,10.95,36,49,89665,Salaried,869,East,1,Paid,22702.65064
70623,5536,Home,4469589,11.44,120,46,132677,Self-Employed,500,West,23,Default,41507.58318
70624,5946,Home,196242,15.89,24,34,122339,Self-Employed,839,East,1,Paid,9476.035575
70625,6283,Auto,1687732,15.87,120,59,174699,Self-Employed,796,South,2,Paid,16296.4589
70626,6003,Personal,3024208,20.68,60,46,140501,Salaried,749,West,1,Active,60826.90357
70627,5239,Personal,3935206,19.06,24,32,73719,Self-Employed,605,East,13,Paid,195219.011
70628,5205,Home,4107681,14.54,24,21,74328,Salaried,862,East,0,Active,196039.0757
70629,6234,Personal,4117459,16.61,120,50,98119,Salaried,540,North,0,Paid,40011.40783
70630,5213,Auto,3618999,13.07,24,39,184877,Salaried,419,South,8,Default,170500.0904
70631,6016,Auto,885095,8.75,240,49,121179,Self-Employed,747,West,11,Paid,4010.586719
70632,6040,Home,367174,13.73,120,53,87814,Self-Employed,400,East,5,Paid,3479.891585
70633,5318,Home,3869847,13.3,36,32,107841,Salaried,771,West,7,Paid,121792.6847
70634,5541,Home,3830587,18.05,60,41,56462,Self-Employed,509,South,1,Paid,75366.79923
70635,5707,Personal,3273786,21.83,240,42,53787,Self-Employed,526,East,13,Paid,16618.55618
70636,5269,Personal,1572257,15.2,240,28,152947,Self-Employed,806,East,8,Paid,7546.8336
70637,5638,Auto,3589394,9.17,60,22,86249,Salaried,382,West,4,Paid,65309.02383
70638,5705,Personal,1317146,11,36,24,28490,Salaried,530,West,0,Paid,40612.00167
70639,6336,Credit Card,333165,19.07,240,30,162123,Self-Employed,657,South,5,Paid,1652.914856
70640,5557,Credit Card,3049379,17.01,12,32,114659,Salaried,651,West,9,Paid,297339.864
70641,5246,Personal,2803794,11.92,36,33,80758,Salaried,505,North,16,Paid,87166.84013
70642,6339,Credit Card,4732011,13.78,60,38,174926,Self-Employed,702,South,3,Paid,89734.70193
70643,5166,Personal,551047,9.21,24,58,179689,Salaried,525,North,13,Paid,25074.93453
70644,5530,Personal,172875,9.47,24,47,60787,Self-Employed,704,North,3,Default,7885.260938
70645,5666,Credit Card,3513708,11.91,24,55,68089,Salaried,410,South,17,Paid,163841.276
70646,5688,Personal,4450182,20.52,60,38,37816,Salaried,368,North,3,Paid,89389.32244
70647,5992,Auto,855996,11.75,120,54,139889,Self-Employed,497,West,0,Active,7971.46275
70648,5833,Auto,2451130,13.84,240,47,144909,Self-Employed,356,East,6,Default,11626.52663
70649,5924,Home,1174150,16.58,36,45,77487,Self-Employed,769,North,16,Paid,38022.89083
70650,5506,Auto,620035,19.23,60,23,104104,Self-Employed,439,East,4,Paid,12321.12884
70651,5804,Personal,3176488,14.85,12,39,108980,Salaried,653,South,10,Paid,304016.3723
70652,5631,Home,4492889,18.14,120,37,77000,Salaried,307,North,9,Paid,44232.49221
70653,5752,Home,1873945,21.98,24,58,141594,Self-Employed,623,West,26,Paid,95243.25463
70654,5867,Personal,519052,15.59,60,23,94840,Salaried,568,East,0,Paid,9999.53678
70655,6227,Personal,2837655,21.86,120,55,160866,Self-Employed,878,South,3,Active,28816.38652
70656,6135,Home,4403200,21.72,12,29,178152,Salaried,754,East,4,Paid,446631.2533
70657,6346,Credit Card,226310,15.96,12,32,131782,Salaried,467,East,9,Paid,21869.08967
70658,5262,Auto,4896186,18.46,120,22,76627,Salaried,688,West,17,Default,48333.51613
70659,6130,Auto,1978477,10.82,24,45,89673,Salaried,564,South,3,Default,91356.17548
70660,5676,Credit Card,4652251,8.82,36,52,43759,Salaried,785,West,1,Default,140627.2094
70661,5044,Home,1525483,12.23,12,48,57970,Self-Employed,362,South,14,Paid,142670.7976
70662,5402,Personal,2494020,8.66,24,31,138097,Salaried,340,West,8,Active,112916.7555
70663,5054,Credit Card,872965,15.73,240,38,190461,Salaried,640,West,11,Active,4209.509977
70664,5999,Personal,3643957,8.6,120,43,98483,Self-Employed,333,East,18,Paid,32977.81085
70665,6397,Auto,169265,8.33,60,57,100226,Self-Employed,489,North,2,Paid,3056.079575
70666,5986,Credit Card,2794892,19.55,12,58,151429,Self-Employed,542,South,22,Paid,278441.1155
70667,5267,Credit Card,3678414,10.94,24,22,79914,Salaried,337,East,1,Paid,170034.6871
70668,5319,Personal,487450,16.34,24,39,168470,Self-Employed,585,East,5,Active,23629.13875
70669,5529,Credit Card,2363672,21.17,120,52,158839,Salaried,404,West,3,Default,23867.17802
70670,5130,Personal,185505,11,24,30,80397,Salaried,659,South,7,Active,8579.60625
70671,5681,Credit Card,1151443,13.14,36,25,27054,Self-Employed,684,West,13,Paid,36187.29473
70672,5529,Auto,2366392,18.18,120,58,133956,Self-Employed,617,East,13,Paid,23305.01721
70673,6487,Personal,4098209,11.06,120,47,90816,Salaried,848,South,1,Paid,37928.9243
70674,5883,Credit Card,277626,20.65,120,46,195159,Self-Employed,403,West,6,Default,2791.298075
70675,5498,Auto,1056909,8.48,36,40,42320,Self-Employed,546,East,5,Default,31848.1912
70676,6361,Personal,2810127,18.92,60,53,38771,Salaried,829,East,2,Paid,55696.71714
70677,5150,Credit Card,3584325,13.77,24,35,142974,Salaried,861,South,8,Active,169911.9397
70678,6051,Home,1264131,20.69,12,39,47890,Self-Employed,707,West,6,Default,127139.9753
70679,5441,Auto,3142531,14.2,24,37,115779,Salaried,332,North,2,Paid,149532.1001
70680,5295,Credit Card,2857722,12.66,12,45,58461,Salaried,449,North,3,Default,268292.4671
70681,5931,Credit Card,1568372,19.69,60,54,114808,Salaried,825,West,19,Paid,31286.40745
70682,5138,Home,2776299,17.37,240,29,36419,Self-Employed,631,East,6,Default,13577.2589
70683,6023,Personal,3313311,13.52,240,50,28242,Self-Employed,610,South,5,Active,15671.96103
70684,6122,Home,1465653,11.52,60,47,83389,Self-Employed,449,North,9,Active,27241.60376
70685,5227,Credit Card,4926996,17.42,24,41,190410,Salaried,840,South,6,Paid,241053.2793
70686,6202,Personal,3702050,14.1,120,30,91148,Salaried,590,North,20,Paid,35200.32542
70687,5344,Credit Card,2056306,10.48,36,57,94466,Self-Employed,382,East,3,Paid,63105.74636
70688,6307,Credit Card,1808263,8.94,12,26,102815,Self-Employed,659,South,17,Paid,164160.1427
70689,5633,Auto,389240,20.19,240,28,112981,Self-Employed,621,West,5,Active,1949.281483
70690,5285,Auto,3379981,12.16,24,41,195388,Salaried,675,East,4,Active,157957.7787
70691,6459,Auto,3081821,19.84,36,52,155892,Self-Employed,619,West,8,Active,102590.3968
70692,6122,Personal,446238,9.21,12,24,95126,Salaried,731,West,15,Paid,40611.37665
70693,5727,Personal,3712852,13.74,240,41,68267,Salaried,392,South,1,Paid,17595.82444
70694,5726,Personal,306821,15.04,24,36,118219,Salaried,873,South,3,Active,14706.95327
70695,5456,Credit Card,4816953,16.61,36,25,35128,Self-Employed,622,East,12,Paid,156029.1359
70696,6126,Credit Card,635333,12.94,240,58,85383,Salaried,695,East,3,Paid,2989.771209
70697,6258,Home,2123562,14.4,60,51,45969,Salaried,335,West,8,Paid,40489.2488
70698,6120,Credit Card,4119815,17.69,240,57,131255,Salaried,371,South,1,Paid,20202.54281
70699,6107,Credit Card,1409007,16.87,240,53,83889,Self-Employed,536,North,2,Active,6861.277004
70700,5366,Personal,443423,20.87,240,53,76348,Salaried,633,North,3,Active,2233.189084
70701,6190,Personal,2352066,11.62,120,34,81970,Self-Employed,643,East,9,Paid,21878.13391
70702,6331,Home,2868790,21.23,240,45,180935,Salaried,688,East,6,Paid,14490.97549
70703,5822,Credit Card,3734055,18.22,120,38,80179,Self-Employed,615,North,4,Paid,36786.66517
70704,5912,Credit Card,1710534,21.31,36,52,66492,Salaried,576,East,2,Active,57640.24432
70705,5398,Auto,1041432,18.32,24,53,192752,Self-Employed,613,West,1,Paid,51342.5976
70706,5432,Personal,3893476,9.05,24,43,127108,Salaried,880,East,9,Paid,176909.8157
70707,6423,Home,3929510,19.58,240,59,185080,Self-Employed,521,South,16,Paid,19578.78358
70708,5649,Home,3293897,8.63,60,21,193095,Self-Employed,670,North,0,Paid,59636.00519
70709,5767,Personal,4477974,21.14,240,26,110433,Self-Employed,798,North,8,Paid,22602.57377
70710,5566,Personal,4394725,12.99,240,37,108399,Salaried,427,West,5,Paid,20689.99907
70711,5383,Auto,4567779,12.57,60,49,174520,Self-Employed,887,South,0,Paid,85699.147
70712,5114,Auto,4729398,16.04,240,49,130211,Salaried,780,North,4,Active,22866.63933
70713,5359,Personal,2013439,8.51,36,38,85296,Salaried,845,North,0,Active,60688.40719
70714,5409,Credit Card,464831,9.92,240,25,56373,Self-Employed,563,East,3,Default,2128.92598
70715,5439,Credit Card,4419779,16.65,240,29,105633,Self-Employed,877,East,14,Paid,21481.96751
70716,5605,Credit Card,1367591,16.94,12,54,79214,Self-Employed,609,East,0,Active,133271.743
70717,5720,Credit Card,2133392,19.7,60,55,40967,Self-Employed,362,North,9,Active,42561.1704
70718,6000,Credit Card,416104,13.76,12,25,41161,Self-Employed,371,East,0,Paid,39446.6592
70719,5505,Personal,3703500,10.63,240,24,192628,Self-Employed,860,North,5,Default,17071.59188
70720,5051,Auto,3795175,14.52,120,56,135238,Salaried,626,North,10,Default,36218.62008
70721,5019,Home,4270735,21.29,60,42,34873,Salaried,525,East,0,Paid,86332.90803
70722,5059,Personal,3397304,21.08,24,23,34482,Salaried,429,East,6,Paid,171393.9868
70723,5797,Home,3602221,13.58,24,43,29452,Salaried,641,West,8,Paid,170475.1088
70724,5484,Credit Card,2971394,10.43,36,30,124097,Self-Employed,725,North,8,Default,91147.51095
70725,6382,Auto,4846450,19.46,120,55,87904,Self-Employed,458,North,12,Paid,48246.40975
70726,5993,Home,2078824,12.09,12,54,175239,Self-Employed,511,East,7,Default,194179.4851
70727,6162,Home,4673206,17.92,12,34,108595,Self-Employed,447,West,5,Paid,459220.3763
70728,5408,Home,987571,13.94,240,52,101878,Salaried,767,East,11,Paid,4688.493322
70729,5636,Credit Card,810310,19.2,240,57,167813,Salaried,694,North,8,Paid,4024.539667
70730,6321,Home,114807,21.15,120,25,108583,Self-Employed,352,South,7,Active,1159.072338
70731,6007,Credit Card,2577820,10.98,12,25,146755,Self-Employed,382,West,0,Paid,238405.3863
70732,6271,Credit Card,3625620,13.01,36,26,57275,Salaried,566,North,12,Paid,113814.2545
70733,6439,Home,924804,21.93,24,30,118365,Self-Employed,337,East,8,Paid,46983.89655
70734,5379,Credit Card,940601,21.38,60,36,59513,Salaried,685,North,20,Paid,19028.35823
70735,5233,Personal,2961269,21.61,240,54,30995,Salaried,334,North,4,Active,15004.9968
70736,6243,Home,3486625,20.39,60,45,67216,Salaried,577,North,2,Paid,69959.13062
70737,5748,Credit Card,2118757,16.06,12,38,195118,Self-Employed,783,North,9,Paid,204919.1145
70738,5759,Credit Card,385428,14.8,240,27,129460,Self-Employed,883,West,2,Paid,1843.6306
70739,5883,Home,299845,17.33,240,38,24888,Salaried,889,West,14,Paid,1465.867244
70740,5630,Credit Card,155355,8.73,240,56,91880,Self-Employed,543,East,10,Paid,703.8228813
70741,6160,Auto,2959267,20.98,24,47,47396,Salaried,773,North,7,Active,149171.7174
70742,6192,Personal,4204106,9.46,60,32,28715,Self-Employed,753,South,7,Active,76696.90713
70743,6032,Personal,469516,9.19,36,51,117748,Self-Employed,393,West,2,Active,14240.68112
70744,5543,Personal,62407,12.9,24,29,157262,Salaried,552,West,18,Default,2935.729292
70745,5933,Credit Card,2215158,15.71,12,29,159766,Salaried,894,North,2,Paid,213596.6102
70746,5187,Home,3867386,9.41,60,40,191963,Self-Employed,795,North,23,Active,70521.78371
70747,5385,Personal,3887420,11.77,36,42,89443,Self-Employed,497,East,12,Paid,120693.5926
70748,5230,Credit Card,498318,21.17,24,37,93085,Self-Employed,681,South,1,Paid,25158.83003
70749,5411,Home,3148261,15.76,24,23,143375,Salaried,460,North,0,Paid,151851.1222
70750,5096,Credit Card,2142408,15.88,60,50,104832,Salaried,314,East,16,Paid,41377.03984
70751,5318,Credit Card,2549705,8.4,24,32,20348,Self-Employed,523,South,0,Paid,115161.6758
70752,6396,Auto,1987977,19.54,60,55,189224,Salaried,387,West,2,Active,39607.12843
70753,6205,Personal,3264286,17.93,120,45,32981,Self-Employed,772,South,9,Paid,32079.77067
70754,5733,Credit Card,1141700,17.54,60,46,30904,Salaried,623,West,12,Active,22365.903
70755,5571,Home,3614324,15.72,120,34,167599,Salaried,329,East,0,Paid,34854.13111
70756,5065,Auto,3757625,21.83,120,56,116888,Self-Employed,610,South,7,Active,38149.28781
70757,6384,Credit Card,3484268,12.53,120,23,142789,Salaried,764,South,18,Active,32673.72317
70758,5756,Credit Card,306956,16.54,240,24,115997,Self-Employed,451,West,6,Paid,1490.527177
70759,5280,Personal,3592337,11.72,240,24,140577,Salaried,626,North,1,Paid,16722.32874
70760,6147,Credit Card,332107,13.51,24,50,162422,Self-Employed,404,South,18,Paid,15707.27732
70761,6072,Home,3131455,12.5,12,34,190378,Salaried,750,South,7,Active,293573.9063
70762,6253,Personal,4196951,11.5,60,22,194015,Self-Employed,769,West,0,Active,77993.33942
70763,6064,Credit Card,517870,12.22,240,50,178210,Salaried,484,West,9,Paid,2421.473808
70764,6084,Auto,3297618,12.8,120,58,43012,Salaried,758,East,0,Paid,30997.6092
70765,5145,Home,1810954,17.82,36,47,132478,Salaried,529,West,0,Paid,59268.50008
70766,5062,Auto,1493197,10.87,24,54,169499,Salaried,825,East,10,Active,68979.47975
70767,5380,Auto,3877031,20.81,36,34,73190,Salaried,631,West,6,Default,130106.6986
70768,6128,Auto,4108584,12.44,24,57,142219,Self-Employed,389,West,16,Paid,192487.1604
70769,5831,Auto,4757546,8.82,120,27,199648,Self-Employed,407,South,3,Default,43143.01298
70770,5305,Credit Card,4693949,21.58,240,57,174151,Self-Employed,589,West,17,Default,23778.76331
70771,6310,Credit Card,4510835,16.14,36,54,137928,Self-Employed,786,West,7,Paid,145524.5491
70772,5486,Auto,1660129,8.54,24,50,137530,Self-Employed,515,West,0,Default,75079.33403
70773,5736,Credit Card,3084926,13.93,240,50,194192,Salaried,516,South,15,Paid,14644.4008
70774,5047,Home,998432,12.15,24,30,22922,Salaried,511,West,0,Default,46655.89533
70775,6435,Home,2823420,12.14,240,34,176941,Salaried,559,South,8,Paid,13192.42995
70776,6389,Home,3993965,21.88,36,46,62896,Self-Employed,530,East,7,Paid,135217.9039
70777,6430,Personal,2574921,20.22,36,30,96261,Salaried,588,East,20,Active,85988.05628
70778,5779,Auto,2924407,8.49,36,58,39954,Salaried,743,South,8,Paid,88130.25429
70779,6383,Personal,4230328,11.58,120,37,49822,Self-Employed,385,West,10,Active,39334.99985
70780,5952,Home,4982769,18.21,36,50,86485,Salaried,435,East,9,Default,163614.7565
70781,6423,Personal,4809747,8.05,60,35,93487,Self-Employed,741,South,7,Paid,86615.52723
70782,6031,Personal,3639233,13.64,12,30,40424,Salaried,340,South,10,Paid,344635.3651
70783,5248,Credit Card,2886955,12.4,120,27,64891,Self-Employed,875,South,1,Paid,27041.14517
70784,6049,Credit Card,2658981,20.08,24,57,151349,Self-Employed,698,South,6,Paid,133037.6827
70785,5542,Auto,1465303,13.67,36,50,105468,Salaried,683,South,11,Paid,46266.94223
70786,6458,Personal,2170424,19.03,36,29,165770,Self-Employed,523,South,2,Active,71762.65798
70787,5024,Personal,1771675,14.76,36,46,57294,Self-Employed,858,West,22,Paid,56477.06194
70788,5032,Home,2558194,8.06,60,38,40061,Salaried,524,South,4,Default,46073.07394
70789,6357,Auto,4230426,20.08,120,44,157795,Salaried,689,South,0,Default,42332.46284
70790,5120,Auto,2559064,15.58,240,44,193279,Self-Employed,651,South,2,Paid,12324.02571
70791,5079,Auto,1174213,18.91,24,46,132585,Self-Employed,620,North,6,Paid,58177.3616
70792,5261,Auto,340456,21.94,24,55,20741,Salaried,497,East,11,Active,17298.00193
70793,5219,Personal,2019351,10.07,24,32,141149,Self-Employed,408,West,14,Paid,92612.48524
70794,6246,Auto,975425,17.02,240,51,93764,Salaried,706,East,1,Paid,4756.009729
70795,6391,Credit Card,334611,22,60,44,133874,Salaried,541,North,13,Active,6803.757
70796,5663,Home,168855,16.33,120,54,126917,Self-Employed,826,North,15,Default,1636.908513
70797,6168,Credit Card,2260555,20.03,24,44,183542,Salaried,710,North,9,Paid,113056.0069
70798,5483,Personal,3345060,16.97,60,35,172183,Self-Employed,720,South,4,Paid,65211.9447
70799,5339,Credit Card,3734045,20.29,36,43,22107,Self-Employed,497,East,20,Paid,124768.9647
70800,5633,Home,1003003,21.07,60,47,170191,Self-Employed,388,West,0,Active,20238.92887
70801,6148,Home,4616025,16.64,240,29,74510,Salaried,440,West,5,Paid,22433.8815
70802,5608,Credit Card,4690035,9.38,120,51,58380,Salaried,571,West,14,Paid,42749.66903
70803,5773,Personal,2756868,11.46,24,49,23373,Salaried,387,East,6,Paid,128033.5447
70804,5431,Home,3778665,20.92,240,46,93075,Self-Employed,526,North,6,Paid,19038.17383
70805,5017,Auto,1197096,15.16,12,24,25611,Salaried,898,North,2,Paid,114881.3128
70806,5527,Personal,3210919,15.5,36,25,150212,Salaried,746,North,4,Active,103016.9846
70807,5422,Auto,2981693,8.31,120,45,30085,Self-Employed,480,West,8,Paid,26912.26407
70808,5718,Auto,2645282,14.49,120,51,191409,Salaried,655,West,18,Paid,25238.19468
70809,5504,Home,4120115,15.88,12,55,135534,Self-Employed,391,West,9,Paid,397865.7718
70810,5925,Personal,3054055,19.53,120,50,27938,Salaried,550,West,22,Default,30420.93285
70811,5707,Credit Card,2789101,13.35,12,47,137950,Salaried,731,East,1,Active,263453.832
70812,5587,Credit Card,2819625,9.79,12,56,187912,Salaried,713,East,9,Paid,257972.1906
70813,5062,Personal,2643346,15.54,240,43,55734,Salaried,638,South,12,Default,12725.5082
70814,5048,Home,179117,14.24,240,38,123042,Salaried,828,West,0,Paid,852.59692
70815,5966,Home,3787149,15.12,12,57,177080,Salaried,377,North,10,Active,363313.8274
70816,5796,Personal,3365918,9.77,36,54,47804,Salaried,472,East,18,Active,102632.4497
70817,5926,Credit Card,4882148,18.77,120,52,145443,Self-Employed,340,South,13,Paid,48321.05983
70818,6064,Credit Card,1543603,13.19,120,39,31186,Salaried,583,West,0,Active,14560.0353
70819,6198,Home,2718205,18.45,120,45,71451,Salaried,426,East,15,Paid,26830.94852
70820,5192,Personal,208768,18.72,240,39,120851,Self-Employed,882,West,12,Paid,1032.705707
70821,5173,Personal,1039747,15.2,12,28,128346,Self-Employed,715,East,12,Paid,99815.712
70822,6188,Auto,2680413,14.12,12,27,110945,Self-Employed,632,South,4,Paid,254907.2763
70823,5618,Personal,2382493,9.72,120,53,187464,Salaried,880,West,9,Active,21783.92766
70824,6224,Credit Card,1145673,18.46,60,22,176710,Self-Employed,772,North,11,Paid,22619.40393
70825,5782,Credit Card,4795078,13.61,60,31,47628,Salaried,804,South,26,Paid,90794.80193
70826,6164,Personal,3399256,17.05,120,36,131247,Self-Employed,453,North,16,Active,33156.90957
70827,6025,Auto,2623069,21.8,240,30,165439,Self-Employed,337,West,3,Default,13312.07518
70828,6134,Auto,279305,9.95,60,47,65336,Salaried,444,North,17,Paid,5118.264125
70829,5587,Personal,1918021,18.79,240,29,187775,Self-Employed,387,East,8,Active,9493.404775
70830,5677,Auto,251743,9.82,24,59,159499,Salaried,403,North,1,Paid,11519.34011
70831,6416,Personal,2786634,17.12,60,41,66132,Salaried,744,East,7,Active,54395.09568
70832,5348,Credit Card,2787909,13.87,60,23,184417,Salaried,401,West,0,Default,52909.86631
70833,5144,Home,3017287,13.79,12,44,96961,Salaried,597,West,8,Paid,286114.2398
70834,5938,Home,3340607,11.5,24,37,67185,Self-Employed,731,West,2,Paid,155199.0335
70835,5829,Credit Card,2206422,14,24,44,159578,Self-Employed,371,West,15,Active,104805.045
70836,5163,Credit Card,3394233,19.27,12,40,42025,Salaried,656,South,11,Paid,337358.4749
70837,6141,Credit Card,3822649,21.05,120,24,131870,Self-Employed,841,North,2,Paid,38560.97179
70838,5788,Personal,4911087,9.94,12,48,167608,Salaried,719,West,4,Paid,449937.4207
70839,5657,Credit Card,4700792,13.16,36,36,35970,Salaried,343,West,3,Paid,147761.5619
70840,5549,Auto,1823779,17.24,12,52,50184,Salaried,577,North,19,Paid,178183.2083
70841,5504,Home,2263510,10.45,240,59,198582,Self-Employed,361,West,12,Paid,10416.86165
70842,6240,Personal,3497268,11.15,120,44,43896,Self-Employed,396,West,14,Paid,32393.44485
70843,5997,Credit Card,3475569,14.19,12,33,56366,Self-Employed,865,East,19,Paid,330729.3534
70844,6415,Credit Card,3737742,8.64,24,40,21177,Salaried,406,East,14,Default,169195.1212
70845,5941,Home,3780067,13.38,12,38,42465,Self-Employed,607,East,11,Active,357153.3304
70846,5843,Credit Card,1954172,13.42,36,42,131797,Salaried,774,South,6,Paid,61567.27451
70847,6236,Personal,1666071,12.92,12,22,114267,Salaried,413,South,6,Active,156777.2811
70848,5041,Home,86133,19.5,120,57,23435,Salaried,449,East,9,Active,857.741125
70849,5702,Credit Card,4091968,14.13,36,32,65463,Self-Employed,735,North,7,Paid,129726.7522
70850,5447,Home,2064230,9.51,120,57,172609,Self-Employed,407,South,0,Active,18837.81894
70851,6482,Auto,3314049,9.3,240,44,60055,Self-Employed,427,East,4,Active,15092.73149
70852,5153,Credit Card,2523017,14,24,41,80389,Salaried,456,East,8,Active,119843.3075
70853,5115,Auto,4669119,16.24,36,47,89889,Self-Employed,504,South,3,Active,150760.6646
70854,6344,Home,4752019,18.86,24,29,158026,Salaried,787,South,4,Active,235343.741
70855,5845,Personal,3876196,21.52,240,46,23171,Salaried,695,East,4,Paid,19626.47241
70856,5453,Personal,4460006,19.42,240,24,149508,Salaried,307,West,15,Paid,22192.24652
70857,5474,Personal,3664310,8.63,120,41,158733,Self-Employed,697,South,12,Paid,33171.16628
70858,5798,Personal,3871398,8.31,60,49,159992,Salaried,555,South,9,Paid,69885.18623
70859,5286,Auto,744738,20.55,36,21,47647,Salaried,448,North,10,Paid,24938.37942
70860,5534,Credit Card,1757756,14.11,24,45,62158,Self-Employed,585,East,2,Paid,83573.97382
70861,5626,Auto,4755988,20.87,60,52,144817,Salaried,467,South,10,Default,95809.37826
70862,6164,Auto,2253973,19.17,24,34,80135,Salaried,652,West,5,Paid,111919.151
70863,6321,Personal,4925765,11.61,240,29,197316,Salaried,603,East,16,Paid,22906.85965
70864,5445,Auto,2208916,17.98,24,39,160481,Self-Employed,805,South,7,Active,108586.629
70865,5664,Auto,4772914,10.32,24,36,27119,Salaried,437,East,4,Active,219394.9469
70866,6311,Credit Card,532921,11.11,24,26,93722,Self-Employed,637,West,1,Paid,24672.0218
70867,5775,Auto,2511520,9.93,24,44,93831,Self-Employed,356,West,7,Paid,115038.0807
70868,6274,Auto,959444,13.14,60,33,59586,Salaried,716,East,4,Active,18091.91569
70869,5042,Credit Card,3020507,11.81,36,59,175994,Self-Employed,855,East,1,Default,93811.91324
70870,6341,Auto,1173347,20.03,60,53,154496,Salaried,705,East,12,Active,23472.80674
70871,5911,Personal,4995019,16.04,24,23,61064,Self-Employed,796,East,12,Paid,241509.1687
70872,5970,Home,4037057,21.84,12,33,139411,Self-Employed,794,South,3,Default,409895.8541
70873,5243,Auto,3037883,10.94,24,22,43894,Salaried,551,North,7,Default,140426.1417
70874,5245,Auto,871065,13.38,240,59,40185,Self-Employed,868,North,0,Paid,4115.056238
70875,6446,Credit Card,3688695,9.68,240,33,110534,Salaried,523,East,12,Paid,16857.33615
70876,6074,Personal,3173271,20.76,60,46,51227,Self-Employed,561,South,10,Paid,63867.36766
70877,5024,Personal,1595659,17.16,24,46,164367,Salaried,693,North,0,Active,77894.75352
70878,6041,Auto,2669875,14.76,60,39,60864,Self-Employed,517,South,3,Paid,51065.80917
70879,6291,Home,3223476,11.68,120,53,127672,Self-Employed,570,East,15,Paid,29999.81664
70880,5839,Credit Card,4144484,14.2,60,22,21958,Salaried,414,West,1,Paid,78883.34547
70881,6365,Auto,2502119,18.06,24,59,71327,Salaried,546,West,12,Paid,123083.4038
70882,6037,Credit Card,2218746,12.65,24,49,169040,Self-Employed,684,East,0,Paid,104142.3904
70883,5879,Home,654995,14.77,36,35,192410,Self-Employed,782,West,7,Active,20881.60449
70884,6012,Personal,1459850,21.31,12,23,187675,Self-Employed,719,South,10,Active,147578.6696
70885,6308,Home,4494503,12.29,120,50,96763,Self-Employed,482,North,11,Paid,42057.31182
70886,5785,Credit Card,2679288,11.26,36,25,122382,Salaried,514,West,4,Paid,82804.88413
70887,5167,Home,4642494,14.35,60,21,178620,Salaried,390,East,26,Active,88478.19815
70888,5884,Personal,4129534,8.56,36,31,191570,Self-Employed,617,South,11,Paid,124528.392
70889,5474,Home,4469873,16.35,240,34,127242,Salaried,528,East,2,Paid,21669.57181
70890,6431,Credit Card,1235381,15.81,120,26,25857,Self-Employed,668,West,2,Active,11922.45613
70891,5350,Credit Card,1660474,16.35,12,31,71380,Self-Employed,580,North,15,Paid,160996.7916
70892,5247,Credit Card,2057153,18.55,240,31,108618,Self-Employed,462,West,5,Paid,10161.47867
70893,6313,Credit Card,2263693,18.88,12,51,186007,Salaried,303,South,5,Paid,224256.5199
